# Identifier (Identifier der Ressource im Quellsystem des Publishers): Traktanden_SR_2018_bis_Heute_CSV
# Titel (Titel der Datei): Traktanden_SR_2018 bis heute mit Beschlüsse
# Beschreibung (Datei-Informationen): Die Traktandenliste aller Geschäfte und Beschlüsse zu den Stadtratssitzungen der Stadt Bern.
# Sprache (Sprache in der diese Datei vorliegt): Deutsch
# Erstellt (Datum der Veröffentlichung dieser Datei): 01.12.2017
# Geändert (Datum der letzten Änderung dieser Datei): 27.05.2019
# Nutzungsbedingungen (Art der Nutzung und Angabepflicht): Freie Nutzung - Quellenangben ist Pflicht (Autor, Titel und Link zum Datensatz).
# Zugangs-URL (Die URL über welche auf die Ressource zugegriffen werden kann): https://www.bern.ch/open-government-data-ogd/ogd-nach-themen/stadtrat-ogd
# Download-URL (URL der Datei um die Ressource direkt heruntergeladen werden kann): https://www.bern.ch/open-government-data-ogd/ogd-nach-themen/stadtrat-ogd/download-stadtraetische-traktanden-und-beschluesse-ogd/traktanden-sr-2018-bis-heute-mit-beschluesse.txt/download
# Dateigrösse (Angabe in Bytes): 196608
# Dateiformat (Datei Typ und Kürzel des Formats): CSV
# Autor der Datei (Ein oder mehrere Autoren dieser Datei): Ratssekretariat des Stadtrats der Stadt Bern
# Dateibezogene Zusatzinformationen (Der richtige Umgang und Interpretation die es ggf. zu berücksichtigen gilt.): Weitere Informationen zu den einzelnen Traktanden und Geschäfte finden Sie als PDF Datei unter https://www.bern.ch/politik-und-verwaltung/stadtrat/sitzung-geschaeft.



Datum;Traktanden Nr.;Traktandierungstitel;Beschluss Nr.;Traktandumstatus;Beschluss
16.05.2019;18;Interpellation Fraktion GLP (Melanie Mettler, GLP): Zukunft der Verbreitung amtlicher Bekanntmachungen;2019-330;Beschlossen;Verschiebung
16.05.2019;27;Interpellation BDP/CVP (Michael Daphinoff, CVP/Lionel Gaudy, BDP): Stellenwachstum nachvollziehen;2019-339;Beschlossen;Verschiebung
16.05.2019;9;"Sanierung Freibad Weyermannshaus; Erhöhung Projektierungskredit und Baukredit Sanierung Garderobengebäude";2019-321;Beschlossen;Bewilligung
16.05.2019;10;"Motion Gisela Vollmer (SP): Stadtlaube: Fuss- und Veloverbindung als Impuls für ein neues Stadtquartier; Abschreibung Punkt 1";2019-322;Beschlossen;Abschreibung
16.05.2019;11;"Verlängerung der Trolleybuslinie 11 zum Warmbächliweg; Ausführungskredit";2019-323;Beschlossen;Bewilligung
16.05.2019;13;"Motion Fraktion SP/JUSO (Liselotte Lüscher, SP/Ernst Stauffer, ARP): Der Stehstress in der Stadt Bern muss endlich ein Ende haben!; Abschreibung";2019-325;Beschlossen;Abschreibung
16.05.2019;14;"CITRIX-Wartung für die Virtualisierungsplattform der Bürokommunikationsarbeitsplätze der Stadtverwaltung; Verpflichtungskredit";2019-326;Beschlossen;Bewilligung
16.05.2019;8;Aufsichtskommission (AK): Ersatzwahl;2019-320;Beschlossen;Wahl
02.05.2019;3;"Stadtteile ohne Partnergewalt (StoP). Für ein Pilotprojekt in Bern!; Verpflichtungskredit";2019-290;Beschlossen;Bewilligung
02.05.2019;4;"Umsetzung hindernisfreier öffentlicher Raum (UHR), Teilprojekt Sitzgelegenheiten; Realisierungskredit für altersgerechte und hindernisfreie Sitzbänke";2019-291;Beschlossen;Bewilligung
02.05.2019;8;Interfraktionelle Motion AL/GPB-DA/PdA+, SP (Mess Barry, parteilos/Daniel Egloff, PdA/Fuat Köçer, Halua Pinto de Magalhães, SP): Unterstützung von Flüchtlingen beim Abschluss einer Ausbildung;2019-295;Beschlossen;Erheblicherkl. als Postulat
02.05.2019;12;Motion Fraktion AL/GPB-DA/PdA+ (Christa Ammann, AL): Für einen wissen-schaftlichen Pilotversuch für den kontrollierten Kokainverkauf;2019-299;Beschlossen;Ablehnung
02.05.2019;5;Interfraktionelle Motion FDP/JF, GB/JA!, GLP/JGLP, GFL/EVP (Thomas Berger, JF/Regula Tschanz, GB/Maurice Lindgren, JGLP/Manuel C. Widmer, GFL): Nächtliche Öffnung der Münsterplattform als Pilotversuch;2019-292;Beschlossen;Erheblicherkl. als Richtlinie
02.05.2019;6;Motion Fraktion SP (Fuat Köçer/Michael Sutter): Verbindung und Erweiterung der Pilotprojekte Tempo 30 Loryplatz und Brunnmattstrasse im Bereich Brunnhof;2019-293;Beschlossen;Teilweise Erheblicherkl. als Richtlinie
02.05.2019;15;"Motion Fraktion FDP (Bernhard Eicher): Neues Jugendzentrum für junge Menschen des 21sten Jahrhunderts; Begründungsbericht";2019-302;Beschlossen;Verschiebung
02.05.2019;9;"Motion Fraktion AL/GPB-DA/PdA+ (Mess Barry, parteilos/Daniel Egloff, PdA): Bessere Unterstützung von Migrantinnen und Migranten beim Spracherwerb; Begründungsbericht";2019-296;Beschlossen;Kenntnis
02.05.2019;17;Motion Kommission PVS (Franziska Grossenbacher, GB/Alexander Feuz, SVP/David Stampfli, SP): Schulraumsicherung in der Länggasse im Zusammenhang mit dem Neubau Depotstrasse 40, Abschreibung;2019-304;Beschlossen;Verschiebung
02.05.2019;24;Interpellation Christa Amman (AL): SozialdetektivInnen in Bern - Welche Folgen hat das Urteil des Europäischen Gerichtshofs für Menschenrechte für die SozialdetektivInnen in Bern?;2019-311;Beschlossen;Verschiebung
02.05.2019;11;Interpellation Fraktion SVP (Alexander Feuz): Zum Postulat „Zufluchtstadt Bern“: Weshalb verheimlicht der Gemeinderat dem Stadtrat die hohen Folgekosten der Annahme dieses Postulats?;2019-298;Beschlossen;Kenntnis
02.05.2019;22;Postulat Fraktion SP/JUSO (Peter Marbet, SP): Für einen starken Bildungsstandort Bern;2019-309;Beschlossen;Verschiebung
02.05.2019;18;Motion Fraktion GFL/EVP (Manuel C. Widmer, GFL): Keine Festvermietungen von Rasenplätzen auf Berner Schulgeländen!;2019-305;Beschlossen;Verschiebung
02.05.2019;20;Postulat Henri-Charles Beuchat (SVP): Wahl in die Schulkommission soll kein Durchwinken von unbekannten Personen sein;2019-307;Beschlossen;Verschiebung
02.05.2019;21;Postulat Fraktion GFL/EVP (Manuel C. Widmer, GFL): Angemessene und einheitliche Mitwirkung der LehrerInnen sicherstellen!;2019-308;Beschlossen;Verschiebung
02.05.2019;23;Interpellation Fraktion SVP (Henri-Charles Beuchat): Religiös motivierte Dispensation vom Schwimm- und Sportunterricht in der Stadt Bern;2019-310;Beschlossen;Verschiebung
02.05.2019;16;Motion Fraktion SP (Halua Pinto de Magalhães): Westwind plus - Kinder- und Jugendkulturprojekt für Holligen;2019-303;Beschlossen;Verschiebung
02.05.2019;19;Interfraktionelle Motion GLP/JGLP, FDP/JF, GFL/EVP, BDP/CVP (Claude Grosjean, GLP/Thomas Berger, JF/Patrik Wyss, GFL/Philip Kohli, BDP): Fertig usebschliesse: Pilotversuch für längere Öffnungszeiten für ausgewählte Schul- und Sportanlagen in den Quartiere;2019-306;Beschlossen;Verschiebung
02.05.2019;25;Postulat Michael Daphinoff/Milena Daphinoff (CVP): Weiterführung der kirchlichen Infrastruktur mit weltlicher Ausrichtung;2019-312;Beschlossen;Verschiebung
02.05.2019;7;Motion Fraktion SVP (Hans Ulrich Gränicher/Alexander Feuz): Langfristige planerische Sicherung der Realisierbarkeit einer Brückenverbindung zwischen Länggasse/Viererfeld und dem Wankdorf/Wylerquartier;2019-294;Beschlossen;Ablehnung
02.05.2019;1;"Betriebskommission des Fonds für Boden- und Wohnbaupolitik; Ersatzwahl";2019-288;Beschlossen;Wahl
02.05.2019;10;Motion Zora Schneider (PdA): Kostenlose und professionelle Sprachkurse für die Integration der Geflüchteten in der Stadt Bern;2019-297;Beschlossen;Erheblicherkl. als Richtlinie
02.05.2019;14;Motion Freie Fraktion AL/GaP/PdA (Christa Ammann, AL): Suche nach Standort für zweite Anlaufstelle muss weitergeführt werden!;2019-301;Beschlossen;Teilweise Erheblicherkl. als Richtlinie
02.05.2019;13;Interfraktionelle Motion GB/JA!, SP/JUSO, FDP/JF, BDP/CVP, AL/GaP/PdA, GLP/JGLP (Lea Bill, GB/Seraina Patzen, JA!/Marieke Kruit/Yasemin Cevik, SP/Claudine Esseiva, FDP/Philip Kohli, BDP/Christa Ammann, AL/Zora Schneider, PdA/Melanie Mettler, GLP): Cannabis-Pilotprojekt – jetzt erst recht!;2019-300;Beschlossen;Kenntnis
02.05.2019;2;Kommission für Planung, Verkehr und Stadtgrün (PVS): Ersatzwahl;2019-289;Beschlossen;Wahl
25.04.2019;14;Dringliche Interpellation Luzius Theiler (GaP): Chliforst: Mit welchen weiteren Schritten will der Gemeinderat die BLS-Werkstätte im Landwirtschaftsgebiet verhindern?;2019-273;Beschlossen;Kenntnis
25.04.2019;6;Kleine Anfrage Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher, SVP): Velofahren auf den Trottoirs der Thunstrasse: praktische Probleme der Umsetzung;2019-265;Beschlossen;Kenntnis
25.04.2019;7;Kleine Anfrage Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher, SVP): Velofahren auf den Trottoirs der Thunstrasse: Dichtung und Wahrheit oder die Irreführung des Stadtrates durch den Gemeinderat;2019-266;Beschlossen;Kenntnis
25.04.2019;1;Kleine Anfrage Fraktion SVP (Hans Ulrich Gränicher/Alexander Feuz, SVP): Bern Welcome und Förderverein Bern Tourismus: Gibt es hier Interessenskonflikte?;2019-260;Beschlossen;Kenntnis
25.04.2019;2;Kleine Anfrage Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher, SVP): Bern Welcome oder Bern goodbye? Wie geht es mit Bern Welcome weiter? (Teil I Erfolgsaussichten);2019-261;Beschlossen;Kenntnis
25.04.2019;3;Kleine Anfrage Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher, SVP): Bern Welcome oder Bern goodbye? Wie geht es mit Bern Welcome weiter? (Teil II Strategie und Erfolgsaussichten);2019-262;Beschlossen;Kenntnis
25.04.2019;4;Kleine Anfrage Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher, SVP): Bern Welcome oder Bern goodbye? Wie geht es mit Bern Welcome weilt? (Teil III Organisation);2019-263;Beschlossen;Kenntnis
25.04.2019;5;Kleine Anfrage Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher, SVP): Bern Welcome oder Bern goodbye? Wie geht es mit Bern Welcome weiter? (Teil IV Interessenkonflikte);2019-264;Beschlossen;Kenntnis
25.04.2019;8;Kleine Anfrage Milena Daphinoff, Michael Daphinoff (CVP): Wie steht es um die Zwischennutzungen auf dem Viererfeld?;2019-267;Beschlossen;Kenntnis
25.04.2019;11;"Antrag Sitzungsgelder und Entschädigungen Stadtrat; Teilrevision des Geschäftsreglements und des Stadtratsbeschlusses betreffend Festsetzung der Sitzungsgelder der Mitglieder des Stadtrats; Zuweisung zur Vorberatung gemäss Art. 82 GRSR";2019-270;Beschlossen;Zuweisung
25.04.2019;13;"Planungsprozess Stadtraum Bahnhof; Aufstockung Planungskredit";2019-272;Beschlossen;Bewilligung
25.04.2019;15;Dringliche Interfraktionelle Motion FDP/JF, GLP/JGLP, SVP, BDP/CVP (Bernhard Eicher/Barbara Freiburghaus FDP/Melanie Mettler, GLP/Alexander Feuz, SVP/Lionel Gaudy, BDP/Michael Daphinoff, CVP): Mehrheitsfähige Vorlage für die Überbauung des Gaswerkareals schaffen;2019-274;Beschlossen;Ablehnung
25.04.2019;16;"Mahlzeitenvergünstigung in familienergänzenden Betreuungsangeboten: Reglement vom 30. August 2012 über die familienergänzende Betreuung von Kindern und Jugendlichen (Betreuungsreglement; FEBR; SSSB 862.31)/Reglement vom 30. März 2006 über das Schulwesen (Schulreglement; SR; SSSB 430.101); Teilrevision";2019-275;Beschlossen;Genehmigung
25.04.2019;25;Interfraktionelle Motion GB/JA!, GLP, SP, GFL/EVP, AL/GPB-DA/PdA+ (Seraina Patzen, JA!/Cristina Anliker-Mansour, GB/Peter Ammann, GLP/Lena Sorg, SP/Tania Espinoza Haller, GFL/Christa Ammann, AL): Unterstützung für die Beratungsstelle für Sans-Papiers;2019-284;Beschlossen;Verschiebung
25.04.2019;9;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Gaswerkareal: Schmutzige Hinterlassenschaften der Besetzer. Lernt die Stadt aus den Fehlern oder muss immer noch der Steuerzahler für die Kosten der Räumung und Reinigung aufkommen?;2019-268;Beschlossen;Kenntnis
25.04.2019;10;Kleine Anfrage Luzius Theiler (GaP): Zur Sanierung Ostring: Mehr Autos auf Kosten der Fussgänger?;2019-269;Beschlossen;Kenntnis
25.04.2019;26;Motion Fraktion GB/JA! (Seraina Patzen, JA!): Qualität der Asylunterkünfte in der Stadt Bern prüfen und verbessern;2019-285;Beschlossen;Verschiebung
25.04.2019;28;Postulat Fraktion SP (Katharina Altas/Marieke Kruit): Wohnen mit Dienstleistungen - Stadt Bern soll die Versorgungslücke für EL-Beziehende und RentnerInnen mit bescheidenem Einkommen schliessen;2019-287;Beschlossen;Verschiebung
25.04.2019;27;Interpellation Tabea Rai (AL): Betreffend Situation der LGBT-Geflüchteten (Lesbian, Gay, Bi, Transgender) in Bern – Einschätzung der Problemlage und Bereitschaft für ein Engagement beim Bund betreffend Anerkennung der Fluchtgründe im Asylgesetz und für die Erarbeitung von Lösungen mit anderen Gemeinden;2019-286;Beschlossen;Verschiebung
25.04.2019;24;Motion Fraktion SP/JUSO (Halua Pinto de Magalhães/Fuat Köçer, SP): Ganzjähriges Aktionsprogramm gegen Rassismus – Neuauflage der Aktionswoche gegen Rassismus zum zehnjährigen Jubiläum;2019-283;Beschlossen;Verschiebung
25.04.2019;22;Interfraktionelles Postulat GB/JA!, SP (Regula Bühlmann GB/Johannes Wartenweiler SP): Gleich lange Spiesse - Faire Arbeitsbedingungen für das Personal in Kindertagesstätten;2019-281;Beschlossen;Verschiebung
25.04.2019;17;Interfraktionelle Motion FDP/JF, GLP/JGLP, BDP/CVP (Claudine Esseiva, FDP/Marianne Schild, GLP/Milena Daphinoff, CVP): Flächendeckendes Angebot an Tagesschulen oder Ganztagesschulen bis 2025;2019-276;Beschlossen;Erheblicherkl. als Richtlinie
25.04.2019;19;Motion Fraktion SP/JUSO (Peter Marbet/Nadja Kehrli-Feldmann, SP): Ganz-tageskindergärten schaffen;2019-278;Beschlossen;Erheblicherkl. als Richtlinie
25.04.2019;18;Interfraktionelle Motion GB/JA!, SP/JUSO (Regula Bühlmann, GB/Nadja Kehrli-Feldmann, SP/Brigitte Hilty Haller, GFL): Ganztagesschulen für Bern – die Zukunft beginnt heute;2019-277;Beschlossen;Erheblicherkl. als Richtlinie
25.04.2019;20;Interfraktionelle Motion GB/JA!, SP/JUSO, GFL/EVP (Regula Bühlmann, GB/ Nadja Kehrli-Feldmann, SP/Brigitte Hilty Haller, GFL): Bedarfsgerechtes Angebot für betreute Tagesferien;2019-279;Beschlossen;Verschiebung
25.04.2019;21;Postulat Fraktion GB/JA! (Regula Bühlmann, GB): Elternbeiträge an Kinderbetreuung auf europäisches Niveau senken;2019-280;Beschlossen;Verschiebung
25.04.2019;23;Postulat Fraktion SP (Fuat Köçer/Halua Pinto de Magalhães, SP): Vielfalt im Lehrerzimmer als Antwort auf Vielfalt im Klassenzimmer;2019-282;Beschlossen;Verschiebung
25.04.2019;12;Kommission für Finanzen, Sicherheit und Umwelt (FSU): Wahlen Legislatur 2017 - 2020;2019-271;Beschlossen;Wahl
04.04.2019;10;Dringliche interfraktionelle Motion FDP/JF, GLP/JGLP, SVP, BDP/CVP (Bernhard Eicher/Barbara Freiburghaus FDP/Melanie Mettler, GLP/Alexander Feuz, SVP/Lionel Gaudy, BDP/Michael Daphinoff, CVP): Mehrheitsfähige Vorlage für die Überbauung des Gaswerkareals schaffen;2019-249;Beschlossen;Verschiebung
04.04.2019;8;Wohnstrategie Stadt Bern mit Massnahmen;2019-247;Beschlossen;Kenntnis
04.04.2019;7;"Hallenbad Hirschengraben: Massnahmen zur Betriebsaufrechterhaltung betreffend Sicherheit 2019-2026; Baukredit";2019-246;Beschlossen;Bewilligung
04.04.2019;11;Logistik Bern: Nachkredit zum Globalbudget 2018;2019-250;Beschlossen;Bewilligung
04.04.2019;12;"Zweites Rechenzentrum; Verlängerung des Housing-Vertrags; Verpflichtungskredit";2019-251;Beschlossen;Bewilligung
04.04.2019;1;Protokollgenehmigung Stadtrat 2019 (Protokoll Nr. 3 vom 14.02.2019);2019-240;Beschlossen;Genehmigung
04.04.2019;9;"Motion Fraktion GLP (Melanie Mettler, GLP): Planungsprozess für das Gaswerkareal unverzüglich starten; Abschreibung";2019-248;Beschlossen;Abschreibung
04.04.2019;2;Kleine Anfrage Fraktion SVP (Roger Mischler, SVP): Krähenplage im Nordquartier;2019-241;Beschlossen;Kenntnis
04.04.2019;5;Kleine Anfrage Fraktion SVP (Roger Mischler, SVP): Veloverleih PubliBike AG – Kennzahlen über Nutzer der Bikes;2019-244;Beschlossen;Kenntnis
04.04.2019;3;Kleine Anfrage Fraktion GB/JA! (Regula Bühlmann, GB): Wie klein müssen Kundgebungen auf dem Bundesplatz sein?;2019-242;Beschlossen;Kenntnis
04.04.2019;4;Kleine Anfrage Fraktion GB/JA! (Regula Bühlmann, GB): Wie gross müssen Kundgebungen auf dem Bundesplatz sein?;2019-243;Beschlossen;Kenntnis
04.04.2019;6;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Schleichverkehr am Viktoriaplatz: Wurde die Wirtschaft vom Gemeinderat vor vollendete Tatsachen gestellt oder bestand ein Konsens?;2019-245;Beschlossen;Kenntnis
04.04.2019;13;"Interfraktionelle Motion GB/JA!, GLP, GFL, EVP, SP (Franziska Grossenbacher, GB/Melanie Mettler, GLP/Patrik Wyss, GFL/Michael Sutter, SP): Mittel- und Viererfeld: Politische Leitlinien für den städtebaulichen Wettbewerb; Begründungsbericht";2019-252;Beschlossen;Kenntnis
04.04.2019;15;Interfraktionelle Motion FDP/JF, SVP, GLP/JGLP, BDP/CVP (Bernhard Eicher/Vivianne Esseiva, FDP/Kurt Rüegsegger SVP/Matthias Egli, GLP/Lionel Gaudy, BDP): Städtisches Bauwesen: vermehrte Anwendung der Idee des 2-Couvert Verfahrens;2019-254;Beschlossen;Kenntnis
04.04.2019;17;Motion Fraktion GB/JA! (Regula Tschanz, GB): Städtisches Lohnsystem auf den Stand der Zeit bringen;2019-256;Beschlossen;Erheblicherkl. als Postulat
04.04.2019;20;"Interfraktionelle Motion SP, AL/GPD-DA/PdA+, GB/JA!, GLP (Martin Krebs, SP/Christa Ammann, AL/Seraina Patzen, JA!/Melanie Mettler, GLP/Matthias Stürmer, EVP): Standplätze für Fahrende – Keine Räumung im Buech!; Begründungsbericht Punkt 1/Abschreibung Punkt 2";2019-259;Beschlossen;Verschiebung
04.04.2019;16;Interfraktionelle Motion FDP/JF, BDP/CVP, GLP/JGLP, GFL/EVP, SP/JUSO (Thomas Berger, JF/Vivianne Esseiva, FDP/Lionel Gaudy, BDP/Milena Daphinoff, CVP/Manuel C. Widmer, GFL/Lukas Meier, SP/Maurice Lindgren, JGLP): Gastronomiebetriebe in Stadtberner Bädern vom Badebetrieb trennen;2019-255;Beschlossen;Erheblicherkl.
04.04.2019;18;Motion Fraktion SVP (Alexander Feuz, SVP): Zwischennutzungen städtischer Areale: Gleich lange Spiesse für alle! Transparenz und nicht rotgrüne Klientelpolitik ist gefordert!;2019-257;Beschlossen;Verschiebung
04.04.2019;14;"Motion GB/JA! (Franziska Grossenbacher, GB): Für Mensch und Natur Biodiversitätsförderung und Mitwirkung der Nutzenden in der Gestaltung des Aussenraums; Begründungsbericht";2019-253;Beschlossen;Kenntnis
04.04.2019;19;Postulat Fraktion SP/JUSO (Katharina Altas, SP): Mehr günstige Räume für Kultur und Bildung dank besserer Zusammenarbeit zwischen Immobilien Stadt Bern (ISB)/Koordinationsstelle Zwischennutzung und Jugendamt/Kultur Stadt Bern;2019-258;Beschlossen;Verschiebung
28.03.2019;13;Dringliche Motion Fraktion FDP/JF (Oliver Berger/Christophe Weder, FDP): Verzicht auf neues Temporegime am Viktoriaplatz;2019-228;Beschlossen;Ablehnung
28.03.2019;10;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Wie sind die Veloabstellplätze im Raum Bahnhof ausgelastet? Welche Fussdistanz zum Veloparkplatz ist für Velofahrer noch zumutbar? Wie will der Gemeinderat verhindern, dass trotz der neu geplanten Veloeinstellhallen gleichwohl im Raum Bahnhof oberirdisch Velos wild abgestellt werden und neue Velodeponien wie beim Hirschengraben entstehen?;2019-225;Beschlossen;Kenntnis
28.03.2019;1;Protokollgenehmigungen Stadtrat 2019 (Protokoll Nr. 2 vom 31.01.2019);2019-216;Beschlossen;Genehmigung
28.03.2019;3;"Sporthalle Wankdorf, Ersatz der Audioanlage und Spielanzeige; Projektierungs- und Baukredit";2019-218;Beschlossen;Bewilligung
28.03.2019;4;"Sanierung Freibad Lorraine; Projektierungskredit";2019-219;Beschlossen;Bewilligung
28.03.2019;11;"Gesamtsanierung Rathausgasse: Einbau einer Pflästerung, Ersatz der Abwasserleitung; Ausführungskredit";2019-226;Beschlossen;Bewilligung
28.03.2019;12;"Fuss- und Veloverbindung Weyermannshaus Ost: Vorstudie und Vorprojekt; Projektierungskredit";2019-227;Beschlossen;Bewilligung
28.03.2019;2;Antrag auf definitive Anstellung der Ratssekretärin;2019-217;Beschlossen;Bewilligung
28.03.2019;14;Motion Fraktion SVP (Alexander Feuz, SVP): Gründung von Bern Welcome: zu einem herzlichen Willkommen für unser Gäste gehört auch eine saubere und sichere Stadt Bern!;2019-229;Beschlossen;Ablehnung
28.03.2019;19;Postulat Freie Fraktion AL/GPB-DA/PdA (Tabea Rai, AL): Mehr urbane Aare-Lebensqualität für alle durch Brückenlifte;2019-234;Beschlossen;Erheblicherkl.
28.03.2019;7;Interfraktionelle Interpellation SP/JUSO, GB/JA! (Katharina Altas, SP/Leena Schmitter, GB): Bundesmillion: Lässt der Bund die Bundesstadt im Stich?;2019-222;Beschlossen;Kenntnis
28.03.2019;15;Motion Fraktion SVP (Roland Iseli, SVP): Mehr Parkplätze für Roller und Motorräder;2019-230;Beschlossen;Ablehnung
28.03.2019;9;Interpellation Fraktion SVP (Hans Ulrich Gränicher, SVP): Ein neues Botschaftsquartier für Bern?;2019-224;Beschlossen;Kenntnis
28.03.2019;6;Interfraktionelles Postulat FDP/JF, GLP/JGLP, GB/JA!, BDP/CVP, SP/JUSO (Bernhard Eicher, FDP/Thomas Berger, JF/Patrick Zillig, GLP/Franziska Grossenbacher, GB/Philip Kohli, BDP/Katharina Altas, SP): Rückgewinnung von Siedlungsraum: Prüfung von Potential zur Überdachung von Verkehrsflächen;2019-221;Beschlossen;Genehmigung Prüf.bericht
28.03.2019;20;Interpellation Melanie Mettler (GLP) und Barbara Nyffeler (SP): Rückgang des Fussverkehrs?;2019-235;Beschlossen;Kenntnis
28.03.2019;17;Interfraktionelle Motion SP/JUSO, GLP/JGLP (Michael Sutter, SP/Melanie Mettler, GLP): Verlängerung der Buslinie 11 bis zum Europaplatz;2019-232;Beschlossen;Erheblicherkl. als Richtlinie
28.03.2019;5;Motion Fraktion SP/JUSO (Johannes Wartenweiler/Barbara Nyffeler, SP): Eine Strategie für den Wirtschafts- und Arbeitsstandort Stadt Bern;2019-220;Beschlossen;Erheblicherkl. als Richtlinie
28.03.2019;8;Interfraktionelle Interpellation GB/JA!, SP/JUSO (Regula Bühlmann, GB/Patrizia Mordini, SP): Wie wird die Charta für Lohngleichheit im öffentlichen Sektor in Bern umgesetzt?;2019-223;Beschlossen;Kenntnis
28.03.2019;16;Motion Fraktion SVP (Roland Iseli, SVP): Behinderten Parkplätze am Bärenpark;2019-231;Beschlossen;Erheblicherkl. als Richtlinie
28.03.2019;18;Motion Fraktion GLP/JGLP (Matthias Egli, GLP): SmartCity Bern mit selbstfahrenden Shuttles für eine bessere Erschliessung der Quartiere;2019-233;Beschlossen;Teilweise Erheblicherkl. als Richtlinie
28.03.2019;21;Motion Fraktion FDP/JF (Barbara Freiburghaus/Bernhard Eicher, FDP): Parkplatzkompromiss bei Velos;2019-236;Beschlossen;Teilweise Erheblicherkl.
28.03.2019;22;Interpellation Erich Hess (SVP): Spart sich Bernmobil die Beiträge an die Pensionskasse?;2019-237;Beschlossen;Kenntnis
28.03.2019;23;Interfraktionelle Motion GLP/JGLP, CVP/BDP, FDP/JF (Matthias Egli, GLP/Michael Daphinoff, CVP/Bernhard Eicher, FDP): Sicherstellen der Abfallentsorgung an allen Arbeitstagen;2019-238;Beschlossen;Ablehnung
28.03.2019;24;Motion Fraktion SVP (Hans Ulrich Gränicher/Alexander Feuz, SVP): Langfristige planerische Sicherung der Realisierbarkeit einer Brückenverbindung zwischen Länggasse/Viererfeld und dem Wankdorf/Wylerquartier;2019-239;Beschlossen;Verschiebung
21.03.2019;1;"Interfraktionelles Postulat SP, AL/GPB-DA/PdA+, SVP (Gisela Vollmer, SP/Luzius Theiler, GPB-DA/Kurt Rüegsegger, SVP): Bern+ mit Stadtmodell „Endlich diese Übersicht“; Fristverlängerung Prüfungsbericht";2019-100;Beschlossen;Fristverl.
21.03.2019;2;"Motion Fraktion GB/JA! (Judith Gasser/Aline Trede, GB): Biodiversität in der Stadt Bern erhalten und fördern (I): unversiegelten Boden erhalten; Fristverlängerung Punkt 1 a";2019-101;Beschlossen;Fristverl.
21.03.2019;3;"Interfraktionelle Motion SP, BDP/CVP, GLP, GB/JA! (Gisela Vollmer, SP/Martin Mäder, BDP/Franziska Grossenbacher, GB/Melanie Mettler, GLP/Manuel C. Widmer, GFL): Ausserholligen: Ein neues Stadtquartier und den zweitgrössten Umsteigepunkt in Bern können doch die SBB nicht verhindern!; Fristverlängerung";2019-102;Beschlossen;Fristverl.
21.03.2019;5;"Motion Fraktion AL/GPB-DA/PdA+ (Luzius Theiler GPB-DA): Gegen Zweckentfremdung von Wohnraum in der Altstadt; Fristverlängerung";2019-104;Beschlossen;Fristverl.
21.03.2019;4;"Motion Fraktion SP (Katharina Altas/Marieke Kruit, SP): Keine weiteren „toten"" Schaufenster in der Berner Altstadt; Fristverlängerung Punkt 1";2019-103;Beschlossen;Fristverl.
21.03.2019;6;"Interfraktionelle Motion SP, GB/JA! (Marieke Kruit/Lena Sorg, SP/Regula Tschanz, GB): SBB-Areale in Bern – Chance für mehr bezahlbaren Wohnraum in Bern nicht verpassen; Begründungsbericht";2019-105;Beschlossen;Kenntnis
21.03.2019;56;"Postulat Fraktion BDP/CVP (Michael Daphinoff, CVP/Martin Schneider, BDP):  Fördermassnahmen für mehr Elektromobilität in Bern; Fristverlängerung Prüfungsbericht Punkt 3";2019-155;Beschlossen;Verschiebung
21.03.2019;57;"Interfraktionelle Motion SP, GB/JA, AL/GPB-DA/PdA+, BDP/CVP (Patrizia Mordini/Johannes Wartenweiler, SP/Stéphanie Penher, GB/Daniel Egloff, PdA/Hans Kupferschmid, BDP/Manuel C. Widmer, GFL): Nein zu weiteren Poststellenschliessungen – nein zum Abbau des Service public; Begründungsbericht";2019-156;Beschlossen;Kenntnis
21.03.2019;108;Interfraktionelle Motion FDP/JF, GLP/JGLP, BDP/CVP (Claudine Esseiva, FDP/Marianne Schild, GLP/Milena Daphinoff, CVP): Flächendeckendes Angebot an Tagesschulen oder Ganztagesschulen bis 2025;2019-207;Beschlossen;Verschiebung
21.03.2019;90;"Motion Fraktion AL/GPB-DA/PdA+ (Mess Barry, parteilos/Daniel Egloff, PdA): Bessere Unterstützung von Migrantinnen und Migranten beim Spracherwerb; Begründungsbericht";2019-189;Beschlossen;Verschiebung
21.03.2019;89;"Motion Fraktion FDP (Bernhard Eicher, FDP): Neues Jugendzentrum für junge Menschen des 21sten Jahrhunderts; Begründungsbericht";2019-188;Beschlossen;Verschiebung
